,Year,Neighborhood,corp_own_rate,own_occ_rate,perc_white,perc_black,perc_aapi,perc_asian,perc_other,perc_two_or_more,perc_u18,perc_o18
163,2019,East Boston,0.12,0.4,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
164,2020,East Boston,0.17,0.41,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
165,2021,East Boston,0.21,0.4,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
166,2022,East Boston,0.22,0.42,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
167,2023,East Boston,0.22,0.41,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
168,2024,East Boston,0.3,0.41,0.36594994,0.0325779,0.04486138,0.00104491,0.01574328,0.03594483,0.19133423,0.80866577
624,2025,East Boston,0.22166667,0.39328571,0.53690915,0.14083578,0.12754579,0.00109598,0.00975206,0.04092395,0.12300964,0.87699036
625,2026,East Boston,0.23316017,0.38968831,0.53875648,0.13963696,0.12818015,0.00108975,0.00974185,0.04088543,0.12206569,0.87793431
626,2027,East Boston,0.24465368,0.38609091,0.5406038,0.13843815,0.12881452,0.00108352,0.00973163,0.04084691,0.12112174,0.87887826
627,2028,East Boston,0.25614719,0.38249351,0.54245112,0.13723934,0.12944889,0.00107729,0.00972142,0.04080838,0.12017779,0.87982221
628,2029,East Boston,0.26764069,0.3788961,0.54429845,0.13604053,0.13008326,0.00107106,0.00971121,0.04076986,0.11923383,0.88076617
629,2030,East Boston,0.2791342,0.3752987,0.54614577,0.13484172,0.13071763,0.00106484,0.00970099,0.04073133,0.11828988,0.88171012
630,2031,East Boston,0.29062771,0.3717013,0.54799309,0.1336429,0.131352,0.00105861,0.00969078,0.04069281,0.11734593,0.88265407
631,2032,East Boston,0.30212121,0.3681039,0.54984042,0.13244409,0.13198637,0.00105238,0.00968057,0.04065428,0.11640198,0.88359802
632,2033,East Boston,0.31361472,0.36450649,0.55168774,0.13124528,0.13262074,0.00104615,0.00967035,0.04061576,0.11545802,0.88454198
633,2034,East Boston,0.32510823,0.36090909,0.55353506,0.13004647,0.1332551,0.00103992,0.00966014,0.04057724,0.11451407,0.88548593
634,2035,East Boston,0.33660173,0.35731169,0.55538239,0.12884766,0.13388947,0.00103369,0.00964993,0.04053871,0.11357012,0.88642988
635,2036,East Boston,0.34809524,0.35371429,0.55722971,0.12764884,0.13452384,0.00102746,0.00963971,0.04050019,0.11262617,0.88737383
636,2037,East Boston,0.35958874,0.35011688,0.55907703,0.12645003,0.13515821,0.00102123,0.0096295,0.04046166,0.11168221,0.88831779
637,2038,East Boston,0.37108225,0.34651948,0.56092436,0.12525122,0.13579258,0.001015,0.00961929,0.04042314,0.11073826,0.88926174
638,2039,East Boston,0.38257576,0.34292208,0.56277168,0.12405241,0.13642695,0.00100878,0.00960907,0.04038461,0.10979431,0.89020569
639,2040,East Boston,0.39406926,0.33932468,0.564619,0.1228536,0.13706132,0.00100255,0.00959886,0.04034609,0.10885036,0.89114964
640,2041,East Boston,0.40556277,0.33572727,0.56646633,0.12165478,0.13769569,0.00099632,0.00958865,0.04030757,0.1079064,0.8920936
641,2042,East Boston,0.41705628,0.33212987,0.56831365,0.12045597,0.13833005,0.00099009,0.00957843,0.04026904,0.10696245,0.89303755
642,2043,East Boston,0.42854978,0.32853247,0.57016097,0.11925716,0.13896442,0.00098386,0.00956822,0.04023052,0.1060185,0.8939815
643,2044,East Boston,0.44004329,0.32493506,0.57200829,0.11805835,0.13959879,0.00097763,0.00955801,0.04019199,0.10507455,0.89492545
644,2045,East Boston,0.4515368,0.32133766,0.57385562,0.11685954,0.14023316,0.0009714,0.0095478,0.04015347,0.10413059,0.89586941
645,2046,East Boston,0.4630303,0.31774026,0.57570294,0.11566072,0.14086753,0.00096517,0.00953758,0.04011494,0.10318664,0.89681336
646,2047,East Boston,0.47452381,0.31414286,0.57755026,0.11446191,0.1415019,0.00095894,0.00952737,0.04007642,0.10224269,0.89775731
647,2048,East Boston,0.48601732,0.31054545,0.57939759,0.1132631,0.14213627,0.00095272,0.00951716,0.0400379,0.10129874,0.89870126
648,2049,East Boston,0.49751082,0.30694805,0.58124491,0.11206429,0.14277064,0.00094649,0.00950694,0.03999937,0.10035478,0.89964522
649,2050,East Boston,0.50900433,0.30335065,0.58309223,0.11086548,0.143405,0.00094026,0.00949673,0.03996085,0.09941083,0.90058917
169,2004,Fenway,0.09,0.23,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
170,2005,Fenway,0.13,0.24,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
171,2006,Fenway,0.13,0.23,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
172,2007,Fenway,0.13,0.24,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
173,2008,Fenway,0.15,0.23,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
174,2009,Fenway,0.15,0.23,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
175,2010,Fenway,0.16,0.23,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
176,2011,Fenway,0.16,0.22,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
177,2012,Fenway,0.15,0.21,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
178,2013,Fenway,0.16,0.21,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
179,2014,Fenway,0.17,0.21,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
180,2015,Fenway,0.18,0.19,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
181,2016,Fenway,0.21,0.19,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
182,2017,Fenway,0.22,0.18,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
183,2018,Fenway,0.23,0.17,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
184,2019,Fenway,0.24,0.17,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
185,2020,Fenway,0.27,0.16,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
186,2021,Fenway,0.28,0.16,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
187,2022,Fenway,0.29,0.16,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
188,2023,Fenway,0.35,0.17,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
189,2024,Fenway,0.36,0.16,0.54212493,0.06349879,0.24429544,0.00106008,0.01028278,0.04219119,0.02697904,0.97302096
650,2025,Fenway,0.32590476,0.1482381,0.64013901,0.00777975,0.22915952,0.00085468,0.00909843,0.03795688,0.0332963,0.9667037
651,2026,Fenway,0.33730736,0.14357576,0.64241684,0.00596151,0.23028229,0.00084755,0.00908541,0.03790519,0.03194211,0.96805789
652,2027,Fenway,0.34870996,0.13891342,0.64469466,0.00414327,0.23140506,0.00084042,0.00907239,0.03785349,0.03058791,0.96941209
653,2028,Fenway,0.36011255,0.13425108,0.64697249,0.00232503,0.23252783,0.00083329,0.00905937,0.0378018,0.02923371,0.97076629
654,2029,Fenway,0.37151515,0.12958874,0.64925031,0.00050679,0.2336506,0.00082616,0.00904635,0.03775011,0.02787951,0.97212049
655,2030,Fenway,0.38291775,0.12492641,0.65152814,0,0.23477337,0.00081903,0.00903333,0.03769841,0.02652531,0.97347469
656,2031,Fenway,0.39432035,0.12026407,0.65380596,0,0.23589614,0.0008119,0.00902031,0.03764672,0.02517112,0.97482888
657,2032,Fenway,0.40572294,0.11560173,0.65608379,0,0.23701891,0.00080477,0.00900729,0.03759503,0.02381692,0.97618308
658,2033,Fenway,0.41712554,0.11093939,0.65836161,0,0.23814168,0.00079764,0.00899427,0.03754333,0.02246272,0.97753728
659,2034,Fenway,0.42852814,0.10627706,0.66063944,0,0.23926445,0.00079051,0.00898125,0.03749164,0.02110852,0.97889148
660,2035,Fenway,0.43993074,0.10161472,0.66291726,0,0.24038722,0.00078338,0.00896823,0.03743995,0.01975432,0.98024568
661,2036,Fenway,0.45133333,0.09695238,0.66519509,0,0.24150999,0.00077625,0.00895521,0.03738825,0.01840012,0.98159988
662,2037,Fenway,0.46273593,0.09229004,0.66747291,0,0.24263276,0.00076911,0.00894219,0.03733656,0.01704593,0.98295407
663,2038,Fenway,0.47413853,0.08762771,0.66975074,0,0.24375553,0.00076198,0.00892917,0.03728487,0.01569173,0.98430827
664,2039,Fenway,0.48554113,0.08296537,0.67202857,0,0.2448783,0.00075485,0.00891615,0.03723317,0.01433753,0.98566247
665,2040,Fenway,0.49694372,0.07830303,0.67430639,0,0.24600106,0.00074772,0.00890313,0.03718148,0.01298333,0.98701667
666,2041,Fenway,0.50834632,0.07364069,0.67658422,0,0.24712383,0.00074059,0.00889011,0.03712978,0.01162913,0.98837087
667,2042,Fenway,0.51974892,0.06897835,0.67886204,0,0.2482466,0.00073346,0.00887709,0.03707809,0.01027493,0.98972507
668,2043,Fenway,0.53115152,0.06431602,0.68113987,0,0.24936937,0.00072633,0.00886407,0.0370264,0.00892074,0.99107926
669,2044,Fenway,0.54255411,0.05965368,0.68341769,0,0.25049214,0.0007192,0.00885105,0.0369747,0.00756654,0.99243346
670,2045,Fenway,0.55395671,0.05499134,0.68569552,0,0.25161491,0.00071207,0.00883803,0.03692301,0.00621234,0.99378766
671,2046,Fenway,0.56535931,0.050329,0.68797334,0,0.25273768,0.00070494,0.00882501,0.03687132,0.00485814,0.99514186
672,2047,Fenway,0.5767619,0.04566667,0.69025117,0,0.25386045,0.00069781,0.00881199,0.03681962,0.00350394,0.99649606
673,2048,Fenway,0.5881645,0.04100433,0.69252899,0,0.25498322,0.00069067,0.00879897,0.03676793,0.00214975,0.99785025
674,2049,Fenway,0.5995671,0.03634199,0.69480682,0,0.25610599,0.00068354,0.00878595,0.03671624,0.00079555,0.99920445
675,2050,Fenway,0.6109697,0.03167965,0.69708464,0,0.25722876,0.00067641,0.00877293,0.03666454,0,1.00055865
190,2004,Hyde Park,0.02,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
191,2005,Hyde Park,0.03,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
192,2006,Hyde Park,0.03,0.62,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
193,2007,Hyde Park,0.03,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
194,2008,Hyde Park,0.04,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
195,2009,Hyde Park,0.03,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
196,2010,Hyde Park,0.03,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
197,2011,Hyde Park,0.04,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
198,2012,Hyde Park,0.07,0.6,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
199,2013,Hyde Park,0.07,0.61,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
200,2014,Hyde Park,0.06,0.62,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
201,2015,Hyde Park,0.06,0.61,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
202,2016,Hyde Park,0.05,0.62,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
203,2017,Hyde Park,0.05,0.62,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
204,2018,Hyde Park,0.06,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
205,2019,Hyde Park,0.06,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
206,2020,Hyde Park,0.08,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
207,2021,Hyde Park,0.1,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
208,2022,Hyde Park,0.1,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
209,2023,Hyde Park,0.12,0.64,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
210,2024,Hyde Park,0.12,0.63,0.22566573,0.45960193,0.02050956,0.00169651,0.01051228,0.04265503,0.19809749,0.80190251
676,2025,Hyde Park,0.10738095,0.62957143,0.43691156,0.26809111,0.0307507,0.00133236,0.01038317,0.04377798,0.2089994,0.7910006
677,2026,Hyde Park,0.1117316,0.62966234,0.43701946,0.26847287,0.03033529,0.00133127,0.01038314,0.0437813,0.20919704,0.79080296
678,2027,Hyde Park,0.11608225,0.62975325,0.43712737,0.26885464,0.02991988,0.00133017,0.01038311,0.04378461,0.20939468,0.79060532
679,2028,Hyde Park,0.1204329,0.62984416,0.43723528,0.2692364,0.02950447,0.00132908,0.01038308,0.04378793,0.20959232,0.79040768
680,2029,Hyde Park,0.12478355,0.62993506,0.43734318,0.26961816,0.02908906,0.00132799,0.01038305,0.04379125,0.20978997,0.79021003
681,2030,Hyde Park,0.1291342,0.63002597,0.43745109,0.26999992,0.02867365,0.00132689,0.01038302,0.04379457,0.20998761,0.79001239
682,2031,Hyde Park,0.13348485,0.63011688,0.437559,0.27038168,0.02825824,0.0013258,0.01038299,0.04379789,0.21018525,0.78981475
683,2032,Hyde Park,0.1378355,0.63020779,0.4376669,0.27076344,0.02784283,0.0013247,0.01038296,0.04380121,0.21038289,0.78961711
684,2033,Hyde Park,0.14218615,0.6302987,0.43777481,0.2711452,0.02742742,0.00132361,0.01038293,0.04380452,0.21058053,0.78941947
685,2034,Hyde Park,0.1465368,0.63038961,0.43788272,0.27152696,0.02701201,0.00132251,0.0103829,0.04380784,0.21077818,0.78922182
686,2035,Hyde Park,0.15088745,0.63048052,0.43799062,0.27190872,0.0265966,0.00132142,0.01038287,0.04381116,0.21097582,0.78902418
687,2036,Hyde Park,0.1552381,0.63057143,0.43809853,0.27229048,0.02618119,0.00132033,0.01038284,0.04381448,0.21117346,0.78882654
688,2037,Hyde Park,0.15958874,0.63066234,0.43820644,0.27267224,0.02576578,0.00131923,0.01038281,0.0438178,0.2113711,0.7886289
689,2038,Hyde Park,0.16393939,0.63075325,0.43831435,0.273054,0.02535037,0.00131814,0.01038278,0.04382112,0.21156874,0.78843126
690,2039,Hyde Park,0.16829004,0.63084416,0.43842225,0.27343576,0.02493496,0.00131704,0.01038275,0.04382443,0.21176639,0.78823361
691,2040,Hyde Park,0.17264069,0.63093506,0.43853016,0.27381752,0.02451955,0.00131595,0.01038272,0.04382775,0.21196403,0.78803597
692,2041,Hyde Park,0.17699134,0.63102597,0.43863807,0.27419928,0.02410414,0.00131486,0.01038269,0.04383107,0.21216167,0.78783833
693,2042,Hyde Park,0.18134199,0.63111688,0.43874597,0.27458105,0.02368873,0.00131376,0.01038266,0.04383439,0.21235931,0.78764069
694,2043,Hyde Park,0.18569264,0.63120779,0.43885388,0.27496281,0.02327332,0.00131267,0.01038263,0.04383771,0.21255695,0.78744305
695,2044,Hyde Park,0.19004329,0.6312987,0.43896179,0.27534457,0.02285791,0.00131157,0.0103826,0.04384103,0.2127546,0.7872454
696,2045,Hyde Park,0.19439394,0.63138961,0.43906969,0.27572633,0.0224425,0.00131048,0.01038258,0.04384434,0.21295224,0.78704776
697,2046,Hyde Park,0.19874459,0.63148052,0.4391776,0.27610809,0.02202709,0.00130939,0.01038255,0.04384766,0.21314988,0.78685012
698,2047,Hyde Park,0.20309524,0.63157143,0.43928551,0.27648985,0.02161168,0.00130829,0.01038252,0.04385098,0.21334752,0.78665248
699,2048,Hyde Park,0.20744589,0.63166234,0.43939341,0.27687161,0.02119627,0.0013072,0.01038249,0.0438543,0.21354516,0.78645484
700,2049,Hyde Park,0.21179654,0.63175325,0.43950132,0.27725337,0.02078086,0.0013061,0.01038246,0.04385762,0.21374281,0.78625719
701,2050,Hyde Park,0.21614719,0.63184416,0.43960923,0.27763513,0.02036545,0.00130501,0.01038243,0.04386094,0.21394045,0.78605955
211,2004,Jamaica Plain,0.02,0.56,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
212,2005,Jamaica Plain,0.03,0.56,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
213,2006,Jamaica Plain,0.03,0.55,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
214,2007,Jamaica Plain,0.03,0.57,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
215,2008,Jamaica Plain,0.04,0.57,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
216,2009,Jamaica Plain,0.04,0.55,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
217,2010,Jamaica Plain,0.04,0.56,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
218,2011,Jamaica Plain,0.04,0.56,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
219,2012,Jamaica Plain,0.04,0.55,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
220,2013,Jamaica Plain,0.04,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
221,2014,Jamaica Plain,0.05,0.55,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
222,2015,Jamaica Plain,0.05,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
223,2016,Jamaica Plain,0.06,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
224,2017,Jamaica Plain,0.07,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
225,2018,Jamaica Plain,0.07,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
226,2019,Jamaica Plain,0.08,0.53,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
227,2020,Jamaica Plain,0.11,0.53,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
228,2021,Jamaica Plain,0.13,0.54,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
229,2022,Jamaica Plain,0.13,0.53,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
230,2023,Jamaica Plain,0.16,0.53,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
231,2024,Jamaica Plain,0.17,0.52,0.53720862,0.11425924,0.07278358,0.00112162,0.00753438,0.04957086,0.15105335,0.84894665
702,2025,Jamaica Plain,0.1402381,0.52371429,0.48109996,0.20969098,0.07569386,0.00123141,0.01010157,0.04249009,0.1697887,0.8302113
703,2026,Jamaica Plain,0.14679654,0.52171429,0.48213261,0.20903726,0.07603204,0.0012279,0.01009588,0.04246876,0.16927021,0.83072979
704,2027,Jamaica Plain,0.15335498,0.51971429,0.48316526,0.20838353,0.07637022,0.00122439,0.01009019,0.04244743,0.16875173,0.83124827
705,2028,Jamaica Plain,0.15991342,0.51771429,0.4841979,0.20772981,0.0767084,0.00122088,0.0100845,0.0424261,0.16823324,0.83176676
706,2029,Jamaica Plain,0.16647186,0.51571429,0.48523055,0.20707608,0.07704657,0.00121737,0.01007881,0.04240476,0.16771476,0.83228524
707,2030,Jamaica Plain,0.1730303,0.51371429,0.48626319,0.20642236,0.07738475,0.00121387,0.01007312,0.04238343,0.16719627,0.83280373
708,2031,Jamaica Plain,0.17958874,0.51171429,0.48729584,0.20576864,0.07772293,0.00121036,0.01006743,0.0423621,0.16667779,0.83332221
709,2032,Jamaica Plain,0.18614719,0.50971429,0.48832849,0.20511491,0.07806111,0.00120685,0.01006175,0.04234077,0.1661593,0.8338407
710,2033,Jamaica Plain,0.19270563,0.50771429,0.48936113,0.20446119,0.07839928,0.00120334,0.01005606,0.04231943,0.16564081,0.83435919
711,2034,Jamaica Plain,0.19926407,0.50571429,0.49039378,0.20380747,0.07873746,0.00119983,0.01005037,0.0422981,0.16512233,0.83487767
712,2035,Jamaica Plain,0.20582251,0.50371429,0.49142642,0.20315374,0.07907564,0.00119632,0.01004468,0.04227677,0.16460384,0.83539616
713,2036,Jamaica Plain,0.21238095,0.50171429,0.49245907,0.20250002,0.07941381,0.00119281,0.01003899,0.04225543,0.16408536,0.83591464
714,2037,Jamaica Plain,0.21893939,0.49971429,0.49349171,0.2018463,0.07975199,0.00118931,0.0100333,0.0422341,0.16356687,0.83643313
715,2038,Jamaica Plain,0.22549784,0.49771429,0.49452436,0.20119257,0.08009017,0.0011858,0.01002761,0.04221277,0.16304839,0.83695161
716,2039,Jamaica Plain,0.23205628,0.49571429,0.49555701,0.20053885,0.08042835,0.00118229,0.01002193,0.04219144,0.1625299,0.8374701
717,2040,Jamaica Plain,0.23861472,0.49371429,0.49658965,0.19988513,0.08076652,0.00117878,0.01001624,0.0421701,0.16201142,0.83798858
718,2041,Jamaica Plain,0.24517316,0.49171429,0.4976223,0.1992314,0.0811047,0.00117527,0.01001055,0.04214877,0.16149293,0.83850707
719,2042,Jamaica Plain,0.2517316,0.48971429,0.49865494,0.19857768,0.08144288,0.00117176,0.01000486,0.04212744,0.16097445,0.83902555
720,2043,Jamaica Plain,0.25829004,0.48771429,0.49968759,0.19792396,0.08178106,0.00116826,0.00999917,0.04210611,0.16045596,0.83954404
721,2044,Jamaica Plain,0.26484848,0.48571429,0.50072024,0.19727023,0.08211923,0.00116475,0.00999348,0.04208477,0.15993748,0.84006252
722,2045,Jamaica Plain,0.27140693,0.48371429,0.50175288,0.19661651,0.08245741,0.00116124,0.00998779,0.04206344,0.15941899,0.84058101
723,2046,Jamaica Plain,0.27796537,0.48171429,0.50278553,0.19596279,0.08279559,0.00115773,0.00998211,0.04204211,0.15890051,0.84109949
724,2047,Jamaica Plain,0.28452381,0.47971429,0.50381817,0.19530906,0.08313377,0.00115422,0.00997642,0.04202078,0.15838202,0.84161798
725,2048,Jamaica Plain,0.29108225,0.47771429,0.50485082,0.19465534,0.08347194,0.00115071,0.00997073,0.04199944,0.15786354,0.84213646
726,2049,Jamaica Plain,0.29764069,0.47571429,0.50588347,0.19400162,0.08381012,0.00114721,0.00996504,0.04197811,0.15734505,0.84265495
727,2050,Jamaica Plain,0.30419913,0.47371429,0.50691611,0.19334789,0.0841483,0.0011437,0.00995935,0.04195678,0.15682656,0.84317344
232,2004,Longwood,0.09,0.3,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
233,2005,Longwood,0.09,0.3,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
234,2006,Longwood,0.09,0.29,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
235,2007,Longwood,0.1,0.3,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
236,2008,Longwood,0.11,0.28,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
237,2009,Longwood,0.11,0.27,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
238,2010,Longwood,0.11,0.27,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
239,2011,Longwood,0.1,0.26,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
240,2012,Longwood,0.11,0.25,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
241,2013,Longwood,0.12,0.24,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
242,2014,Longwood,0.11,0.25,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
243,2015,Longwood,0.13,0.23,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
244,2016,Longwood,0.14,0.22,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
245,2017,Longwood,0.16,0.21,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
246,2018,Longwood,0.18,0.2,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
247,2019,Longwood,0.18,0.2,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
248,2020,Longwood,0.22,0.21,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
249,2021,Longwood,0.27,0.2,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
250,2022,Longwood,0.27,0.21,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
251,2023,Longwood,0.3,0.2,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
252,2024,Longwood,0.34,0.18,0.62817383,0.08154297,0.16040039,0.00170898,0.00415039,0.03100586,0.02905273,0.97094727
728,2025,Longwood,0.28085714,0.17414286,0.62809281,0.0192686,0.22134583,0.00088937,0.00916964,0.03825335,0.04150599,0.95849401
729,2026,Longwood,0.29197403,0.16802597,0.63095326,0.01659207,0.22314959,0.00088105,0.0091528,0.03818358,0.0395854,0.9604146
730,2027,Longwood,0.30309091,0.16190909,0.6338137,0.01391555,0.22495334,0.00087273,0.00913595,0.03811382,0.03766482,0.96233518
731,2028,Longwood,0.31420779,0.15579221,0.63667415,0.01123903,0.2267571,0.00086441,0.00911911,0.03804406,0.03574424,0.96425576
732,2029,Longwood,0.32532468,0.14967532,0.6395346,0.0085625,0.22856085,0.00085609,0.00910227,0.0379743,0.03382365,0.96617635
733,2030,Longwood,0.33644156,0.14355844,0.64239505,0.00588598,0.23036461,0.00084777,0.00908542,0.03790454,0.03190307,0.96809693
734,2031,Longwood,0.34755844,0.13744156,0.64525549,0.00320946,0.23216836,0.00083945,0.00906858,0.03783477,0.02998249,0.97001751
