,Year,Neighborhood,corp_own_rate,own_occ_rate,perc_white,perc_black,perc_aapi,perc_asian,perc_other,perc_two_or_more,perc_u18,perc_o18
735,2032,Longwood,0.35867532,0.13132468,0.64811594,0.00053294,0.23397212,0.00083113,0.00905173,0.03776501,0.0280619,0.9719381
736,2033,Longwood,0.36979221,0.12520779,0.65097639,0,0.23577587,0.00082281,0.00903489,0.03769525,0.02614132,0.97385868
737,2034,Longwood,0.38090909,0.11909091,0.65383684,0,0.23757963,0.00081449,0.00901805,0.03762549,0.02422074,0.97577926
738,2035,Longwood,0.39202597,0.11297403,0.65669728,0,0.23938339,0.00080618,0.0090012,0.03755572,0.02230016,0.97769984
739,2036,Longwood,0.40314286,0.10685714,0.65955773,0,0.24118714,0.00079786,0.00898436,0.03748596,0.02037957,0.97962043
740,2037,Longwood,0.41425974,0.10074026,0.66241818,0,0.2429909,0.00078954,0.00896752,0.0374162,0.01845899,0.98154101
741,2038,Longwood,0.42537662,0.09462338,0.66527863,0,0.24479465,0.00078122,0.00895067,0.03734644,0.01653841,0.98346159
742,2039,Longwood,0.43649351,0.08850649,0.66813907,0,0.24659841,0.0007729,0.00893383,0.03727668,0.01461782,0.98538218
743,2040,Longwood,0.44761039,0.08238961,0.67099952,0,0.24840216,0.00076458,0.00891698,0.03720691,0.01269724,0.98730276
744,2041,Longwood,0.45872727,0.07627273,0.67385997,0,0.25020592,0.00075626,0.00890014,0.03713715,0.01077666,0.98922334
745,2042,Longwood,0.46984416,0.07015584,0.67672042,0,0.25200967,0.00074794,0.0088833,0.03706739,0.00885607,0.99114393
746,2043,Longwood,0.48096104,0.06403896,0.67958086,0,0.25381343,0.00073962,0.00886645,0.03699763,0.00693549,0.99306451
747,2044,Longwood,0.49207792,0.05792208,0.68244131,0,0.25561718,0.0007313,0.00884961,0.03692786,0.00501491,0.99498509
748,2045,Longwood,0.50319481,0.05180519,0.68530176,0,0.25742094,0.00072298,0.00883277,0.0368581,0.00309433,0.99690567
749,2046,Longwood,0.51431169,0.04568831,0.68816221,0,0.25922469,0.00071466,0.00881592,0.03678834,0.00117374,0.99882626
750,2047,Longwood,0.52542857,0.03957143,0.69102265,0,0.26102845,0.00070634,0.00879908,0.03671858,0,1.00074684
751,2048,Longwood,0.53654545,0.03345455,0.6938831,0,0.2628322,0.00069803,0.00878223,0.03664882,0,1.00266742
752,2049,Longwood,0.54766234,0.02733766,0.69674355,0,0.26463596,0.00068971,0.00876539,0.03657905,0,1.00458801
753,2050,Longwood,0.55877922,0.02122078,0.699604,0,0.26643971,0.00068139,0.00874855,0.03650929,0,1.00650859
253,2004,Mattapan,0.02,0.57,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
254,2005,Mattapan,0.03,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
255,2006,Mattapan,0.03,0.54,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
256,2007,Mattapan,0.03,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
257,2008,Mattapan,0.03,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
258,2009,Mattapan,0.03,0.54,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
259,2010,Mattapan,0.03,0.55,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
260,2011,Mattapan,0.04,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
261,2012,Mattapan,0.04,0.54,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
262,2013,Mattapan,0.05,0.52,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
263,2014,Mattapan,0.05,0.54,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
264,2015,Mattapan,0.05,0.54,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
265,2016,Mattapan,0.06,0.52,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
266,2017,Mattapan,0.06,0.53,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
267,2018,Mattapan,0.07,0.53,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
268,2019,Mattapan,0.07,0.53,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
269,2020,Mattapan,0.09,0.55,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
270,2021,Mattapan,0.09,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
271,2022,Mattapan,0.1,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
272,2023,Mattapan,0.12,0.56,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
273,2024,Mattapan,0.14,0.55,0.06247378,0.68293195,0.02055887,0.00226567,0.00939834,0.05122934,0.22333641,0.77666359
754,2025,Mattapan,0.113,0.54133333,0.47302006,0.21776263,0.07008675,0.00125408,0.01014979,0.04269345,0.17549984,0.82450016
755,2026,Mattapan,0.11794805,0.54089177,0.47336463,0.21788336,0.06986022,0.00125236,0.01014831,0.04269051,0.17551643,0.82448357
756,2027,Mattapan,0.1228961,0.54045022,0.4737092,0.21800409,0.06963369,0.00125064,0.01014684,0.04268757,0.17553302,0.82446698
757,2028,Mattapan,0.12784416,0.54000866,0.47405377,0.21812482,0.06940716,0.00124893,0.01014537,0.04268463,0.17554961,0.82445039
758,2029,Mattapan,0.13279221,0.5395671,0.47439834,0.21824555,0.06918063,0.00124721,0.01014389,0.04268169,0.1755662,0.8244338
759,2030,Mattapan,0.13774026,0.53912554,0.47474291,0.21836628,0.06895411,0.00124549,0.01014242,0.04267875,0.17558279,0.82441721
760,2031,Mattapan,0.14268831,0.53868398,0.47508748,0.21848701,0.06872758,0.00124377,0.01014095,0.0426758,0.17559938,0.82440062
761,2032,Mattapan,0.14763636,0.53824242,0.47543205,0.21860774,0.06850105,0.00124205,0.01013948,0.04267286,0.17561597,0.82438403
762,2033,Mattapan,0.15258442,0.53780087,0.47577662,0.21872847,0.06827452,0.00124033,0.010138,0.04266992,0.17563256,0.82436744
763,2034,Mattapan,0.15753247,0.53735931,0.47612119,0.2188492,0.06804799,0.00123862,0.01013653,0.04266698,0.17564916,0.82435084
764,2035,Mattapan,0.16248052,0.53691775,0.47646576,0.21896993,0.06782146,0.0012369,0.01013506,0.04266404,0.17566575,0.82433425
765,2036,Mattapan,0.16742857,0.53647619,0.47681034,0.21909065,0.06759493,0.00123518,0.01013358,0.0426611,0.17568234,0.82431766
766,2037,Mattapan,0.17237662,0.53603463,0.47715491,0.21921138,0.0673684,0.00123346,0.01013211,0.04265816,0.17569893,0.82430107
767,2038,Mattapan,0.17732468,0.53559307,0.47749948,0.21933211,0.06714187,0.00123174,0.01013064,0.04265521,0.17571552,0.82428448
768,2039,Mattapan,0.18227273,0.53515152,0.47784405,0.21945284,0.06691534,0.00123002,0.01012916,0.04265227,0.17573211,0.82426789
769,2040,Mattapan,0.18722078,0.53470996,0.47818862,0.21957357,0.06668882,0.0012283,0.01012769,0.04264933,0.1757487,0.8242513
770,2041,Mattapan,0.19216883,0.5342684,0.47853319,0.2196943,0.06646229,0.00122659,0.01012622,0.04264639,0.17576529,0.82423471
771,2042,Mattapan,0.19711688,0.53382684,0.47887776,0.21981503,0.06623576,0.00122487,0.01012475,0.04264345,0.17578188,0.82421812
772,2043,Mattapan,0.20206494,0.53338528,0.47922233,0.21993576,0.06600923,0.00122315,0.01012327,0.04264051,0.17579848,0.82420152
773,2044,Mattapan,0.20701299,0.53294372,0.4795669,0.22005649,0.0657827,0.00122143,0.0101218,0.04263757,0.17581507,0.82418493
774,2045,Mattapan,0.21196104,0.53250216,0.47991147,0.22017722,0.06555617,0.00121971,0.01012033,0.04263462,0.17583166,0.82416834
775,2046,Mattapan,0.21690909,0.53206061,0.48025604,0.22029795,0.06532964,0.00121799,0.01011885,0.04263168,0.17584825,0.82415175
776,2047,Mattapan,0.22185714,0.53161905,0.48060062,0.22041868,0.06510311,0.00121628,0.01011738,0.04262874,0.17586484,0.82413516
777,2048,Mattapan,0.22680519,0.53117749,0.48094519,0.22053941,0.06487658,0.00121456,0.01011591,0.0426258,0.17588143,0.82411857
778,2049,Mattapan,0.23175325,0.53073593,0.48128976,0.22066014,0.06465005,0.00121284,0.01011444,0.04262286,0.17589802,0.82410198
779,2050,Mattapan,0.2367013,0.53029437,0.48163433,0.22078087,0.06442353,0.00121112,0.01011296,0.04261992,0.17591461,0.82408539
274,2004,North End,0.08,0.36,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
275,2005,North End,0.08,0.35,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
276,2006,North End,0.09,0.32,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
277,2007,North End,0.1,0.34,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
278,2008,North End,0.11,0.33,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
279,2009,North End,0.1,0.32,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
280,2010,North End,0.11,0.32,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
281,2011,North End,0.11,0.31,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
282,2012,North End,0.11,0.29,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
283,2013,North End,0.11,0.3,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
284,2014,North End,0.11,0.29,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
285,2015,North End,0.13,0.28,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
286,2016,North End,0.1,0.28,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
287,2017,North End,0.12,0.28,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
288,2018,North End,0.13,0.27,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
289,2019,North End,0.16,0.26,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
290,2020,North End,0.19,0.26,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
291,2021,North End,0.23,0.25,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
292,2022,North End,0.24,0.27,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
293,2023,North End,0.28,0.26,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
294,2024,North End,0.29,0.25,0.86126793,0.01304951,0.04118464,0.00064785,0.00416474,0.03081907,0.05266081,0.94733919
780,2025,North End,0.24047619,0.2377619,0.60084873,0.05280387,0.19611108,0.0009556,0.00934016,0.03901693,0.06429856,0.93570144
781,2026,North End,0.24943723,0.23258009,0.60325671,0.05050193,0.19767838,0.00094868,0.00932592,0.0389576,0.06265448,0.93734552
782,2027,North End,0.25839827,0.22739827,0.60566469,0.04819999,0.19924568,0.00094176,0.00931168,0.03889827,0.06101039,0.93898961
783,2028,North End,0.26735931,0.22221645,0.60807266,0.04589805,0.20081298,0.00093483,0.00929744,0.03883894,0.05936631,0.94063369
784,2029,North End,0.27632035,0.21703463,0.61048064,0.04359611,0.20238028,0.00092791,0.0092832,0.03877961,0.05772223,0.94227777
785,2030,North End,0.28528139,0.21185281,0.61288862,0.04129417,0.20394758,0.00092098,0.00926896,0.03872028,0.05607815,0.94392185
786,2031,North End,0.29424242,0.206671,0.6152966,0.03899223,0.20551488,0.00091406,0.00925472,0.03866096,0.05443406,0.94556594
787,2032,North End,0.30320346,0.20148918,0.61770458,0.03669029,0.20708218,0.00090713,0.00924048,0.03860163,0.05278998,0.94721002
788,2033,North End,0.3121645,0.19630736,0.62011255,0.03438835,0.20864948,0.00090021,0.00922623,0.0385423,0.0511459,0.9488541
789,2034,North End,0.32112554,0.19112554,0.62252053,0.03208642,0.21021678,0.00089328,0.00921199,0.03848297,0.04950182,0.95049818
790,2035,North End,0.33008658,0.18594372,0.62492851,0.02978448,0.21178408,0.00088636,0.00919775,0.03842364,0.04785773,0.95214227
791,2036,North End,0.33904762,0.1807619,0.62733649,0.02748254,0.21335138,0.00087944,0.00918351,0.03836431,0.04621365,0.95378635
792,2037,North End,0.34800866,0.17558009,0.62974446,0.0251806,0.21491868,0.00087251,0.00916927,0.03830498,0.04456957,0.95543043
793,2038,North End,0.3569697,0.17039827,0.63215244,0.02287866,0.21648598,0.00086559,0.00915503,0.03824566,0.04292549,0.95707451
794,2039,North End,0.36593074,0.16521645,0.63456042,0.02057672,0.21805328,0.00085866,0.00914079,0.03818633,0.0412814,0.9587186
795,2040,North End,0.37489177,0.16003463,0.6369684,0.01827478,0.21962058,0.00085174,0.00912655,0.038127,0.03963732,0.96036268
796,2041,North End,0.38385281,0.15485281,0.63937638,0.01597284,0.22118789,0.00084481,0.00911231,0.03806767,0.03799324,0.96200676
797,2042,North End,0.39281385,0.149671,0.64178435,0.0136709,0.22275519,0.00083789,0.00909807,0.03800834,0.03634916,0.96365084
798,2043,North End,0.40177489,0.14448918,0.64419233,0.01136896,0.22432249,0.00083096,0.00908383,0.03794901,0.03470507,0.96529493
799,2044,North End,0.41073593,0.13930736,0.64660031,0.00906702,0.22588979,0.00082404,0.00906959,0.03788968,0.03306099,0.96693901
800,2045,North End,0.41969697,0.13412554,0.64900829,0.00676508,0.22745709,0.00081712,0.00905535,0.03783036,0.03141691,0.96858309
801,2046,North End,0.42865801,0.12894372,0.65141627,0.00446315,0.22902439,0.00081019,0.00904111,0.03777103,0.02977283,0.97022717
802,2047,North End,0.43761905,0.1237619,0.65382424,0.00216121,0.23059169,0.00080327,0.00902687,0.0377117,0.02812874,0.97187126
803,2048,North End,0.44658009,0.11858009,0.65623222,0,0.23215899,0.00079634,0.00901263,0.03765237,0.02648466,0.97351534
804,2049,North End,0.45554113,0.11339827,0.6586402,0,0.23372629,0.00078942,0.00899839,0.03759304,0.02484058,0.97515942
805,2050,North End,0.46450216,0.10821645,0.66104818,0,0.23529359,0.00078249,0.00898415,0.03753371,0.0231965,0.9768035
295,2004,Roslindale,0.02,0.68,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
296,2005,Roslindale,0.02,0.67,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
297,2006,Roslindale,0.02,0.66,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
298,2007,Roslindale,0.02,0.67,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
299,2008,Roslindale,0.02,0.67,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
300,2009,Roslindale,0.02,0.65,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
301,2010,Roslindale,0.02,0.65,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
302,2011,Roslindale,0.02,0.65,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
303,2012,Roslindale,0.03,0.64,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
304,2013,Roslindale,0.03,0.64,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
305,2014,Roslindale,0.03,0.64,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
306,2015,Roslindale,0.03,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
307,2016,Roslindale,0.04,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
308,2017,Roslindale,0.05,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
309,2018,Roslindale,0.05,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
310,2019,Roslindale,0.05,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
311,2020,Roslindale,0.08,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
312,2021,Roslindale,0.1,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
313,2022,Roslindale,0.1,0.64,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
314,2023,Roslindale,0.12,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
315,2024,Roslindale,0.14,0.63,0.45695229,0.2057102,0.03464235,0.00081672,0.00922208,0.04175458,0.19676036,0.80323964
806,2025,Roslindale,0.10580952,0.61842857,0.44139542,0.26156281,0.03591441,0.00132309,0.01035384,0.04363987,0.2046836,0.7953164
807,2026,Roslindale,0.11105628,0.61607792,0.44252712,0.26060806,0.0365237,0.00131963,0.0103473,0.04361355,0.20398204,0.79601796
808,2027,Roslindale,0.11630303,0.61372727,0.44365883,0.25965331,0.03713299,0.00131617,0.01034077,0.04358724,0.20328048,0.79671952
809,2028,Roslindale,0.12154978,0.61137662,0.44479053,0.25869857,0.03774228,0.00131271,0.01033424,0.04356092,0.20257892,0.79742108
810,2029,Roslindale,0.12679654,0.60902597,0.44592223,0.25774382,0.03835157,0.00130925,0.0103277,0.0435346,0.20187736,0.79812264
811,2030,Roslindale,0.13204329,0.60667532,0.44705393,0.25678907,0.03896086,0.00130579,0.01032117,0.04350829,0.20117579,0.79882421
812,2031,Roslindale,0.13729004,0.60432468,0.44818564,0.25583432,0.03957015,0.00130233,0.01031464,0.04348197,0.20047423,0.79952577
813,2032,Roslindale,0.1425368,0.60197403,0.44931734,0.25487958,0.04017944,0.00129887,0.0103081,0.04345566,0.19977267,0.80022733
814,2033,Roslindale,0.14778355,0.59962338,0.45044904,0.25392483,0.04078873,0.00129541,0.01030157,0.04342934,0.19907111,0.80092889
815,2034,Roslindale,0.1530303,0.59727273,0.45158075,0.25297008,0.04139802,0.00129195,0.01029504,0.04340302,0.19836955,0.80163045
816,2035,Roslindale,0.15827706,0.59492208,0.45271245,0.25201533,0.04200731,0.00128849,0.0102885,0.04337671,0.19766798,0.80233202
817,2036,Roslindale,0.16352381,0.59257143,0.45384415,0.25106059,0.04261661,0.00128503,0.01028197,0.04335039,0.19696642,0.80303358
818,2037,Roslindale,0.16877056,0.59022078,0.45497585,0.25010584,0.0432259,0.00128157,0.01027544,0.04332407,0.19626486,0.80373514
819,2038,Roslindale,0.17401732,0.58787013,0.45610756,0.24915109,0.04383519,0.00127811,0.0102689,0.04329776,0.1955633,0.8044367
820,2039,Roslindale,0.17926407,0.58551948,0.45723926,0.24819634,0.04444448,0.00127465,0.01026237,0.04327144,0.19486174,0.80513826
821,2040,Roslindale,0.18451082,0.58316883,0.45837096,0.24724159,0.04505377,0.00127119,0.01025584,0.04324512,0.19416017,0.80583983
822,2041,Roslindale,0.18975758,0.58081818,0.45950266,0.24628685,0.04566306,0.00126773,0.0102493,0.04321881,0.19345861,0.80654139
823,2042,Roslindale,0.19500433,0.57846753,0.46063437,0.2453321,0.04627235,0.00126427,0.01024277,0.04319249,0.19275705,0.80724295
824,2043,Roslindale,0.20025108,0.57611688,0.46176607,0.24437735,0.04688164,0.00126081,0.01023624,0.04316617,0.19205549,0.80794451
825,2044,Roslindale,0.20549784,0.57376623,0.46289777,0.2434226,0.04749093,0.00125735,0.01022971,0.04313986,0.19135393,0.80864607
826,2045,Roslindale,0.21074459,0.57141558,0.46402948,0.24246786,0.04810022,0.0012539,0.01022317,0.04311354,0.19065236,0.80934764
827,2046,Roslindale,0.21599134,0.56906494,0.46516118,0.24151311,0.04870951,0.00125044,0.01021664,0.04308723,0.1899508,0.8100492
828,2047,Roslindale,0.2212381,0.56671429,0.46629288,0.24055836,0.0493188,0.00124698,0.01021011,0.04306091,0.18924924,0.81075076
829,2048,Roslindale,0.22648485,0.56436364,0.46742458,0.23960361,0.04992809,0.00124352,0.01020357,0.04303459,0.18854768,0.81145232
830,2049,Roslindale,0.2317316,0.56201299,0.46855629,0.23864887,0.05053738,0.00124006,0.01019704,0.04300828,0.18784612,0.81215388
831,2050,Roslindale,0.23697835,0.55966234,0.46968799,0.23769412,0.05114667,0.0012366,0.01019051,0.04298196,0.18714455,0.81285545
316,2004,Roxbury,0.07,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
317,2005,Roxbury,0.08,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
318,2006,Roxbury,0.08,0.29,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
319,2007,Roxbury,0.08,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
320,2008,Roxbury,0.08,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
321,2009,Roxbury,0.09,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
322,2010,Roxbury,0.09,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
323,2011,Roxbury,0.1,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
324,2012,Roxbury,0.11,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
325,2013,Roxbury,0.13,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
326,2014,Roxbury,0.13,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
327,2015,Roxbury,0.15,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
328,2016,Roxbury,0.16,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
329,2017,Roxbury,0.17,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
330,2018,Roxbury,0.18,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
331,2019,Roxbury,0.19,0.3,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
332,2020,Roxbury,0.22,0.31,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
333,2021,Roxbury,0.23,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
334,2022,Roxbury,0.23,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
335,2023,Roxbury,0.25,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
336,2024,Roxbury,0.25,0.32,0.13080776,0.41518987,0.05968491,0.00207631,0.020581,0.06698843,0.207686,0.792314
832,2025,Roxbury,0.25490476,0.3157619,0.56957588,0.09876165,0.15967006,0.00101957,0.00954526,0.03998542,0.09463751,0.90536249
833,2026,Roxbury,0.26478788,0.31637229,0.56965659,0.09986118,0.15854414,0.00101744,0.00954626,0.03999793,0.09524078,0.90475922
834,2027,Roxbury,0.274671,0.31698268,0.5697373,0.10096071,0.15741822,0.0010153,0.00954726,0.04001045,0.09584404,0.90415596
835,2028,Roxbury,0.28455411,0.31759307,0.56981801,0.10206024,0.1562923,0.00101317,0.00954826,0.04002296,0.09644731,0.90355269
836,2029,Roxbury,0.29443723,0.31820346,0.56989872,0.10315977,0.15516638,0.00101104,0.00954926,0.04003548,0.09705057,0.90294943
837,2030,Roxbury,0.30432035,0.31881385,0.56997942,0.1042593,0.15404046,0.0010089,0.00955026,0.04004799,0.09765384,0.90234616
838,2031,Roxbury,0.31420346,0.31942424,0.57006013,0.10535883,0.15291454,0.00100677,0.00955126,0.04006051,0.09825711,0.90174289
839,2032,Roxbury,0.32408658,0.32003463,0.57014084,0.10645836,0.15178861,0.00100463,0.00955226,0.04007302,0.09886037,0.90113963
840,2033,Roxbury,0.3339697,0.32064502,0.57022155,0.10755789,0.15066269,0.0010025,0.00955325,0.04008554,0.09946364,0.90053636
841,2034,Roxbury,0.34385281,0.32125541,0.57030226,0.10865743,0.14953677,0.00100037,0.00955425,0.04009805,0.10006691,0.89993309
842,2035,Roxbury,0.35373593,0.3218658,0.57038297,0.10975696,0.14841085,0.00099823,0.00955525,0.04011057,0.10067017,0.89932983
843,2036,Roxbury,0.36361905,0.32247619,0.57046368,0.11085649,0.14728493,0.0009961,0.00955625,0.04012308,0.10127344,0.89872656
844,2037,Roxbury,0.37350216,0.32308658,0.57054439,0.11195602,0.14615901,0.00099397,0.00955725,0.0401356,0.10187671,0.89812329
845,2038,Roxbury,0.38338528,0.32369697,0.5706251,0.11305555,0.14503308,0.00099183,0.00955825,0.04014811,0.10247997,0.89752003
846,2039,Roxbury,0.3932684,0.32430736,0.57070581,0.11415508,0.14390716,0.0009897,0.00955925,0.04016063,0.10308324,0.89691676
847,2040,Roxbury,0.40315152,0.32491775,0.57078652,0.11525461,0.14278124,0.00098756,0.00956025,0.04017314,0.10368651,0.89631349
848,2041,Roxbury,0.41303463,0.32552814,0.57086723,0.11635414,0.14165532,0.00098543,0.00956125,0.04018566,0.10428977,0.89571023
849,2042,Roxbury,0.42291775,0.32613853,0.57094794,0.11745367,0.1405294,0.0009833,0.00956225,0.04019817,0.10489304,0.89510696
850,2043,Roxbury,0.43280087,0.32674892,0.57102865,0.1185532,0.13940348,0.00098116,0.00956325,0.04021069,0.1054963,0.8945037
851,2044,Roxbury,0.44268398,0.32735931,0.57110935,0.11965274,0.13827755,0.00097903,0.00956425,0.0402232,0.10609957,0.89390043
852,2045,Roxbury,0.4525671,0.3279697,0.57119006,0.12075227,0.13715163,0.00097689,0.00956525,0.04023572,0.10670284,0.89329716
853,2046,Roxbury,0.46245022,0.32858009,0.57127077,0.1218518,0.13602571,0.00097476,0.00956625,0.04024823,0.1073061,0.8926939
854,2047,Roxbury,0.47233333,0.32919048,0.57135148,0.12295133,0.13489979,0.00097263,0.00956725,0.04026075,0.10790937,0.89209063
855,2048,Roxbury,0.48221645,0.32980087,0.57143219,0.12405086,0.13377387,0.00097049,0.00956824,0.04027326,0.10851264,0.89148736
